ticker,year,quarter,time,revenue_net,cogs,gross_profit,other_profit,profit_after_tax,financial_income_net,net_income_parent,total_expenses,total_revenue,profit_before_tax
ABR,2021,4,Q4-2021,23133392.547,10878488.227,12254904.32,64327.78,5818241.006,1726465.328,5818241.006,,,7874734.489
ABR,2022,1,Q1-2022,23560111.457,12513216.357,11046895.1,38938.062,5782415.933,2260775.726,5782415.933,,,7707122.478
ABR,2022,2,Q2-2022,24184516.605,12876365.41,11308151.195,75708.81,5709050.944,2128387.518,5709050.944,,,7596686.75
ABR,2022,3,Q3-2022,27746843.402,13052331.45,14694511.952,64607.965,8581208.557,2588311.134,8581208.557,,,11234192.771
ABR,2022,4,Q4-2022,28715704.174,12640635.075,16075069.099,101751.27,9120172.089,3045665.124,9120172.089,,,12196400.191
ABS,2020,1,Q1-2020,112752408.64,104640398.043,-1.0,13705.279,1623548.11,-1661817.855,1623548.11,,,2029435.137
ABS,2020,2,Q2-2020,142305732.175,129157729.036,-1.0,1290431.834,6049849.978,-1803024.164,6049849.978,,,7562312.473
ABS,2020,3,Q3-2020,103789895.829,95321047.855,-1.0,1229493.226,3145376.781,-1840778.876,3145376.781,,,3931496.135
ABS,2020,4,Q4-2020,749773424.114,692212055.512,-1.0,-411750.471,39617441.235,-2129230.597,39617441.235,,,49781662.956
ABS,2021,1,Q1-2021,131398890.146,117090924.027,-1.0,87654.114,2067254.499,-7971139.169,2067254.499,,,2584068.124
ABS,2021,2,Q2-2021,427761984.21,407080664.528,-1.0,-211230.577,6383428.044,-7957445.096,6383428.044,,,8103014.305
ABS,2021,3,Q3-2021,153140717.704,147151854.618,-1.0,300008.82,3735116.145,1423015.634,3735116.145,,,4545165.931
ABS,2021,4,Q4-2021,484447597.001,466947163.853,-1.0,-72635.274,53436813.593,53995660.023,53436813.593,,,67016135.303
ABS,2022,1,Q1-2022,283259336.267,264978550.798,-1.0,-315172.713,3520669.423,-10081344.863,3520669.423,,,4400836.779
ABS,2022,2,Q2-2022,500130884.887,473600462.93,-1.0,-456388.076,8293886.177,-11330707.098,8293886.177,,,10689882.499
ABS,2022,3,Q3-2022,165335393.301,155449128.06,-1.0,28690.686,5454349.918,18463.967,5454349.918,,,6817937.398
ABS,2022,4,Q4-2022,656670816.161,623530102.879,33140713.282,80504.67,9773638.46,-10594814.879,9778071.627,,,16979766.306
ACL,2020,1,Q1-2020,237392033.417,205046060.094,29250631.995,-620733.209,1053229.582,-8241352.447,1053229.582,,,1193563.333
ACL,2020,2,Q2-2020,242208660.1,205637499.896,35896604.204,-310343.35,4084141.763,-11952633.308,4084141.763,,,5061836.015
ACL,2020,3,Q3-2020,180248348.487,139275639.918,39867754.349,-73857.74,9057290.902,-10625500.352,9057290.902,,,9736221.571
ACL,2020,4,Q4-2020,299284277.938,251664564.051,45118540.789,-93344.25,14519660.122,-11345445.206,14519660.122,,,15103453.431
ACL,2021,1,Q1-2021,331733191.447,289368385.075,32784194.072,-152762.334,10939153.929,-8338825.491,10939153.929,,,12215609.551
ACL,2021,2,Q2-2021,339547117.381,300362732.211,38667934.37,-133766.817,11209861.473,-5956128.955,11209861.473,,,12596893.692
ACL,2021,3,Q3-2021,224045739.382,196847247.075,27028821.007,-28243.0,3520964.197,-6422350.046,3520964.197,,,3889362.078
ACL,2021,4,Q4-2021,312917611.026,256762127.785,56120983.241,-69894.356,17201401.165,-8498323.617,17201401.165,,,18932108.3
ACL,2022,1,Q1-2022,325465870.77,215110969.384,110241501.386,-367590.554,62637839.904,-4770017.875,62637839.904,,,70982811.565
ACL,2022,2,Q2-2022,248458636.653,168576860.976,76554229.627,-1114179.359,33745927.498,-7266273.971,33745927.498,,,40279175.158
ACL,2022,3,Q3-2022,323557459.887,268781268.517,54767390.57,-337111.015,18106971.349,-4561637.223,18106971.349,,,20551861.174
ACL,2022,4,Q4-2022,268624839.61,230943055.085,34061824.525,-140294.444,4228129.306,-9605599.599,4228129.306,,,3502847.262
ADC,2020,1,Q1-2020,59281133.463,29883207.527,29397925.936,614634.259,1816971.305,326406.201,1816971.305,,,2523571.257
ADC,2020,2,Q2-2020,56519022.007,41820636.86,14698385.147,137345.938,1068037.764,422960.961,1068037.764,,,1465470.863
ADC,2020,3,Q3-2020,143346985.904,106198536.018,37148449.886,212456.194,3814825.775,281189.267,3814825.775,,,4903375.032
ADC,2020,4,Q4-2020,120627188.132,66505976.411,54121211.721,103618.392,5608579.64,395372.324,5608579.64,,,7280664.961
ADC,2021,1,Q1-2021,69317302.719,37487375.354,31829927.365,170907.445,1955772.535,290808.845,1955772.535,,,2748656.177
ADC,2021,2,Q2-2021,61098135.756,44045816.663,17052319.093,126739.387,1448922.909,688172.982,1448922.909,,,1899190.183
ADC,2021,3,Q3-2021,73344563.382,56620409.621,16724153.761,55583.143,1281916.461,139713.979,1281916.461,,,1490664.694
ADC,2021,4,Q4-2021,95480015.228,48808572.802,46671442.426,661962.45,5592712.35,167235.724,5592712.35,,,7190309.941
ADC,2022,1,Q1-2022,57717519.772,37370783.075,20346736.697,-7725.142,1492316.138,185658.594,1492316.138,,,2025653.066
ADC,2022,2,Q2-2022,57717519.772,37370783.075,20346736.697,-7725.142,1492316.138,185658.594,1492316.138,,,2025653.066
ADC,2022,3,Q3-2022,143737077.84,116550730.577,27186347.263,61915.206,2487054.667,49404.874,2487054.667,,,3170238.301
ADC,2022,4,Q4-2022,112201575.355,47199207.591,65002367.764,-82651.112,6739198.218,-150058.232,6739198.218,,,8917726.326
ADG,2020,4,Q4-2020,206355081.437,173450087.507,30736395.942,-156122.032,21114724.141,5599615.576,21114724.141,,,25975257.163
ADG,2021,1,Q1-2021,152164738.065,137857099.281,13106162.284,322691.8,3860098.626,4710245.077,4715082.439,,,5967904.835
ADG,2021,2,Q2-2021,135478259.616,115421337.373,20056922.243,-310377.093,12434800.983,5916498.936,12849214.563,,,15725787.127
ADG,2021,3,Q3-2021,115098723.244,102934699.96,12164023.284,-464470.08,7135416.408,4698578.218,2844946.311,,,8491202.39
ADG,2021,4,Q4-2021,185159233.104,157184873.802,27974359.302,-954439.354,18012363.914,3967102.612,15401242.704,,,23412108.668
ADG,2022,1,Q1-2022,117827295.665,106570846.687,11256448.978,-618366.291,2222548.433,5251267.551,2680767.469,,,3855683.893
ADG,2022,2,Q2-2022,128813005.06,100203828.2,28609176.86,5988606.184,22955915.437,3823567.832,20012671.751,,,25517991.798
ADG,2022,3,Q3-2022,126423874.065,112559039.127,13864834.938,-653634.321,3826429.648,4669400.0,2849211.399,,,4939733.87
ADG,2022,4,Q4-2022,164128089.781,122149003.836,41979085.945,-399081.809,26103098.052,2792473.919,25697518.505,,,33483025.744
ADP,2020,1,Q1-2020,138882287.797,111627154.146,26390041.004,117.699,11532591.743,-12924.93,11532591.743,,,14415739.679
ADP,2020,2,Q2-2020,140248894.783,103408435.883,36360281.617,-90275.522,20153839.429,1071345.115,20153839.429,,,25214949.002
ADP,2020,3,Q3-2020,158953690.036,117809884.307,41045520.718,-27.261,23595558.504,721557.603,23595558.504,,,29494448.13
ADP,2020,4,Q4-2020,135710414.361,97892364.234,37805105.513,-48.455,22302775.466,2189919.937,22302775.466,,,27963594.333
ADP,2021,1,Q1-2021,128048652.798,97432333.585,30616319.213,-1.0,16817057.012,475746.283,16817057.012,,,21021321.265
ADP,2021,2,Q2-2021,102728323.484,77622713.411,24223793.21,247.416,13226784.792,1795106.253,13226784.792,,,16533480.99
ADP,2021,3,Q3-2021,82357374.065,65369632.159,16987741.906,1.164,8815699.465,649101.966,8815699.465,,,11019624.331
ADP,2021,4,Q4-2021,103219753.994,82579584.719,19809848.903,-182351.21,10740380.203,3205674.501,10740380.203,,,13551475.254
ADP,2022,1,Q1-2022,147841762.892,126407983.088,20937217.036,8250.178,8802653.068,494271.203,8802653.068,,,11003316.335
ADP,2022,2,Q2-2022,149295851.871,125732848.289,23336009.202,-156922.11,10173545.279,2273074.905,10173545.279,,,12756162.126
ADP,2022,3,Q3-2022,135177450.851,114863354.065,20070855.299,-1.0,9234399.484,1808459.36,9234399.484,,,11542999.355
ADP,2022,4,Q4-2022,156804537.445,131144510.981,24897446.976,2201.64,12421060.904,3307820.462,12421060.904,,,15682326.131
AFX,2020,1,Q1-2020,174362907.028,163289386.164,9036028.305,21215.048,349901.281,-1830618.046,349901.281,,,349669.462
AFX,2020,2,Q2-2020,263847939.059,244622604.911,17648093.523,77820.182,11505830.691,2666403.881,11505830.691,,,12596136.261
AFX,2020,3,Q3-2020,166530112.179,161139552.905,1818808.716,27711.96,-3988181.849,139975.54,-3988181.849,,,-4958896.2
AFX,2020,4,Q4-2020,156249610.521,136462660.522,16152939.521,183100.073,10197531.008,5234356.934,10197531.008,,,12300306.295
AFX,2021,1,Q1-2021,104034995.602,93739775.966,8459409.677,-54352.975,1023801.66,362033.589,1023801.66,,,1285677.075
AFX,2021,2,Q2-2021,249547233.013,252468661.385,-4867015.688,16912306.41,2998162.487,3053975.671,2998162.487,,,6035212.26
AFX,2021,3,Q3-2021,171977377.416,168380385.325,966518.626,3993542.439,75116.808,2050440.531,75116.808,,,698631.182
AFX,2021,4,Q4-2021,250414926.052,243997866.533,3094436.688,1135385.702,17007875.52,23286087.384,17007875.52,,,18446568.878
AFX,2022,1,Q1-2022,220684172.026,209631228.624,8636185.045,48042.676,984152.07,-970288.957,984152.07,,,984152.07
AFX,2022,2,Q2-2022,410449056.82,399169240.206,7597976.294,30577249.928,17331912.243,-4830392.023,17331912.243,,,23322881.663
AFX,2022,3,Q3-2022,366399743.904,352976615.353,11496731.855,38910.155,9034680.301,7672599.57,9034680.301,,,9354865.554
AFX,2022,4,Q4-2022,626142992.895,610378419.789,12174854.36,-438722.146,1365007.328,1448904.62,1365007.328,,,1724910.867
AGG,2020,1,Q1-2020,42853729.2,19948522.048,22905207.152,1480147.153,694985.111,-3930665.607,735130.857,,,2841038.155
AGG,2020,2,Q2-2020,17259800.681,18848726.316,-1588925.635,32011451.669,192006202.33,200661806.859,188711843.761,,,193651425.802
AGG,2020,3,Q3-2020,13628296.431,12175097.751,1453198.68,1425845.19,2570153.111,29188241.475,8785071.974,,,7638526.965
AGG,2020,4,Q4-2020,-1.0,1430841482.746,249059509.309,21953316.977,249257830.631,154772007.419,216262265.471,,,274593898.524
AGG,2021,1,Q1-2021,-1.0,215474756.385,127265491.704,1351241.147,7160148.938,-26068390.087,5409117.354,,,26265546.812
AGG,2021,2,Q2-2021,-1.0,221349280.134,39056096.337,4433978.581,189446373.975,123542096.233,189983929.439,,,187644206.999
AGG,2021,3,Q3-2021,-1.0,40682584.453,43549829.917,867737.661,2896027.018,-16013496.325,9201270.063,,,7193462.724
AGG,2021,4,Q4-2021,1131480255.291,932092918.147,188893807.14,-4742142.074,221664805.852,265911994.398,214780877.728,,,273071553.409
AGG,2022,1,Q1-2022,-1.0,441322866.981,121295226.03,4745759.902,3574271.667,-13216935.7,1301975.822,,,29177587.999
AGG,2022,2,Q2-2022,2709296031.801,2178598753.145,530697278.656,-7262603.329,170244268.669,-23567533.816,119596399.869,,,183408761.963
AGG,2022,3,Q3-2022,2193926471.729,1892508461.357,301418010.372,11963646.83,108605985.166,-2666996.535,42046094.182,,,79015762.556
AGG,2022,4,Q4-2022,5501256696.224,4663834110.749,837422585.475,4369490.06,-102948188.517,-81086435.418,-185628590.737,,,-2187441.85
AGR,2020,1,Q1-2020,48510130.0,,,14850.0,13027850.0,1204640.0,13027850.0,,,16284810.0
AGR,2020,2,Q2-2020,59836840.0,,,86340.0,29488950.0,8110.0,29488950.0,,,36861190.0
AGR,2020,3,Q3-2020,57987960.0,,,7550.0,38046980.0,10140.0,38046980.0,,,47558720.0
AGR,2020,4,Q4-2020,58461460.0,,,396670.0,16229510.0,24990.0,16229510.0,,,20286890.0
AGR,2021,1,Q1-2021,102905130.0,,,75000.0,37064390.0,1378830.0,37064390.0,,,42118710.0
AGR,2021,2,Q2-2021,90935720.0,,,149005900.0,257151520.0,17790.0,257151520.0,,,269795200.0
AGR,2021,3,Q3-2021,76362460.0,,,15120490.0,22829830.0,15290.0,22829830.0,,,29755590.0
AGR,2021,4,Q4-2021,123968450.0,,,204360.0,78894630.0,90280.0,78894630.0,,,97565530.0
AGR,2022,1,Q1-2022,101735600.0,,,16842160.0,50227060.0,1191990.0,50227060.0,,,61151240.0
AGR,2022,2,Q2-2022,86058760.0,,,4260.0,21544090.0,15790.0,21544090.0,,,26263260.0
AGR,2022,3,Q3-2022,84390800.0,,,10600.0,30264120.0,18880.0,30264120.0,,,37663620.0
AGR,2022,4,Q4-2022,95189310.0,,,1330.0,44307490.0,109140.0,44307490.0,,,55330220.0
ALT,2020,1,Q1-2020,42775806.853,41236863.136,1538943.717,42034.974,-4522465.715,321149.828,-4522465.715,,,-4522465.715
ALT,2020,2,Q2-2020,39211437.145,36518911.913,2633188.012,14095.975,-2981233.097,809099.008,-2981233.097,,,-2981233.097
ALT,2020,3,Q3-2020,52751365.172,39772136.135,12957078.737,1826102.092,7706181.69,-187048.511,7706181.69,,,7742269.134
ALT,2020,4,Q4-2020,60218340.834,44274290.316,15928664.218,-1716711.019,4467562.372,654609.405,4467562.372,,,5130815.644
ALT,2021,1,Q1-2021,49755917.888,38447000.487,11262316.432,-6298.802,3070730.769,954714.997,3070730.769,,,3799157.603
ALT,2021,2,Q2-2021,58235770.739,49398225.178,8822642.911,6760.691,-498032.506,-891073.871,-498032.506,,,-498032.506
ALT,2021,3,Q3-2021,51618046.923,37153977.154,13104855.992,10382.656,2456908.719,116474.129,2456908.719,,,2456908.719
ALT,2021,4,Q4-2021,64878128.796,55901482.427,8957818.369,-1471865.907,-325701.716,469019.916,-325701.716,,,-325701.716
ALT,2022,1,Q1-2022,47097642.543,35433068.797,11623965.106,772.93,1245887.645,38295.788,1245887.645,,,1569206.053
ALT,2022,2,Q2-2022,63258876.566,50375019.57,12845651.046,-100888.216,2391969.022,212679.654,2391969.022,,,3053944.2
ALT,2022,3,Q3-2022,74982873.587,61075446.106,13902561.821,-7599.525,2839755.499,831070.346,2839755.499,,,3180841.982
ALT,2022,4,Q4-2022,86675292.859,77774025.711,8808971.148,463108.168,2313172.723,-543198.341,2313172.723,,,3549072.43
AMC,2020,1,Q1-2020,31040374.489,17103876.704,13936497.785,38444.812,1139044.142,-334406.16,1139044.142,,,1200789.688
AMC,2020,2,Q2-2020,33637389.497,17902269.715,15735119.782,-111695.449,1695543.049,-427103.41,1695543.049,,,1803598.534
AMC,2020,3,Q3-2020,45350485.335,23886159.923,21464325.412,-51734.236,2770817.232,-337970.315,2770817.232,,,2925879.468
AMC,2020,4,Q4-2020,43510930.802,24055498.173,19455432.629,-98273.607,2014591.128,-226752.664,2014591.128,,,1991967.469
AMC,2021,1,Q1-2021,39161909.733,20438022.532,18723887.201,-10126.125,1888672.123,-212243.608,1888672.123,,,2118444.025
AMC,2021,2,Q2-2021,42692013.684,23429853.653,19262160.031,-4584.762,2112643.503,-115604.07,2112643.503,,,2379439.986
AMC,2021,3,Q3-2021,36459704.495,22172775.311,14286929.184,-24390.083,1556963.666,-48722.221,1556963.666,,,1751497.958
AMC,2022,1,Q1-2022,35881410.999,19460634.13,16420776.869,-37.938,1914682.58,-188398.11,1914682.58,,,2100606.332
AMC,2022,2,Q2-2022,44745596.736,23370349.987,21375246.749,-55805.417,2285346.455,44111.677,2285346.455,,,2561477.931
AMC,2022,3,Q3-2022,40807011.496,21604984.2,19202027.296,-25281.597,1997539.82,-17699.63,1997539.82,,,2436247.028
AMC,2022,4,Q4-2022,43737440.008,24085754.777,19651685.231,-400689.315,121902.914,-134406.615,121902.914,,,1115807.838
AME,2020,1,Q1-2020,255087192.47,234182248.43,20904944.04,2500.0,375072.828,-12612124.648,375072.828,,,489943.673
AME,2020,2,Q2-2020,216415001.26,197432414.564,18982586.696,-3610.124,837584.203,-12801707.203,837584.203,,,1050877.616
AME,2020,3,Q3-2020,479681866.886,455136396.781,24545470.105,1030806.94,1678935.615,-12470627.504,1678935.615,,,2120822.156
AME,2020,4,Q4-2020,459593501.141,419432768.354,40160732.787,-159034.561,18196638.261,-15502704.487,18196638.261,,,22832922.738
AME,2021,1,Q1-2021,444491999.818,421292130.284,23199869.534,169744.313,393238.23,-14099788.283,393238.23,,,512650.425
AME,2021,2,Q2-2021,596210596.178,577956129.142,18254467.036,-144275.429,895486.171,-13829119.997,895486.171,,,1196450.776
AME,2021,3,Q3-2021,319232456.922,286558817.452,32673639.47,-448.833,9309307.446,-14281589.683,9309307.446,,,11638157.235
AME,2021,4,Q4-2021,424767815.388,387085131.808,37682683.58,-817722.936,10692695.922,-14218930.623,10692695.922,,,13266228.56
AME,2022,1,Q1-2022,1192680876.898,1163934119.029,28746757.869,15673.386,4433117.577,-15286820.182,4433117.577,,,5602567.216
AME,2022,2,Q2-2022,316214296.383,280535079.292,35679217.091,-38.392,8274969.595,-16388926.4,8274969.595,,,10404630.99
AME,2022,3,Q3-2022,241112674.195,215771352.554,25341321.641,-5172.32,3260696.303,-10590857.688,3260696.303,,,4212035.828
AME,2022,4,Q4-2022,463244164.131,433486512.246,29757651.885,609738.757,4968547.844,-12425449.672,4968547.844,,,6247017.282
AMV,2020,1,Q1-2020,104804259.445,49872258.222,54932001.223,-113847.876,51889044.596,-1448917.37,50725435.355,,,51889044.596
AMV,2020,2,Q2-2020,20764968.969,13036465.321,7728503.648,-10915.958,4943865.27,-1331058.528,4692303.838,,,5128001.186
AMV,2020,3,Q3-2020,30420113.317,24134009.846,6286103.471,15082338.802,18177628.396,-1427331.324,17950719.253,,,18177628.396
AMV,2020,4,Q4-2020,32859735.846,21961959.916,10897775.93,-25330.613,5040903.618,-1592649.79,4688190.836,,,5335473.971
AMV,2021,1,Q1-2021,25767977.013,22105862.015,3662114.998,-213373.145,-35474.744,-1352270.841,-327681.132,,,417193.139
AMV,2021,2,Q2-2021,51754010.946,29016644.92,22737366.026,-224104.377,13751995.281,-6173448.394,14186120.114,,,13570216.676
AMV,2021,3,Q3-2021,61501459.268,22541643.739,38959815.529,-132319.099,28388854.893,-7134073.517,28378410.562,,,28859238.34
AMV,2021,4,Q4-2021,84819347.421,36484388.676,48334958.745,-282620.815,39502709.367,-2545859.684,40002903.233,,,38761436.642
AMV,2022,1,Q1-2022,47696929.065,36691703.56,11005225.505,11002039.918,13060193.45,-5095194.508,12312531.261,,,13629113.892
AMV,2022,2,Q2-2022,79120420.17,37281286.451,41839133.719,-121032.864,34376542.873,-3557200.373,33802713.126,,,34384256.805
AMV,2022,3,Q3-2022,96048906.281,81192183.853,14856722.428,-117644.184,6344782.771,-4052043.357,6040775.32,,,6465922.84
AMV,2022,4,Q4-2022,58951805.742,47704043.637,11247762.105,-114899.468,1376244.202,-5210173.279,1762521.723,,,1896637.583
APG,2020,1,Q1-2020,4954640.0,,,2510.0,2511120.0,130.0,2511120.0,,,2511120.0
APG,2020,2,Q2-2020,5285230.0,,,-4860.0,1888830.0,-14980.0,1888830.0,,,2994930.0
APG,2020,3,Q3-2020,7471070.0,,,350.0,5682740.0,610.0,5682740.0,,,5682740.0
APG,2020,4,Q4-2020,19986240.0,,,-162740.0,15818490.0,17120.0,15818490.0,,,18899600.0
APG,2021,1,Q1-2021,13219780.0,,,1820.0,8803480.0,4130.0,8803480.0,,,10236610.0
APG,2021,2,Q2-2021,33875120.0,,,1850.0,23037230.0,-895350.0,23037230.0,,,29329440.0
APG,2021,3,Q3-2021,58281530.0,,,290.0,44865440.0,55660.0,44865440.0,,,52114850.0
APG,2021,4,Q4-2021,277039890.0,,,3400.0,190300730.0,1151830.0,190300730.0,,,212531880.0
APG,2022,1,Q1-2022,116851290.0,,,5350.0,78010000.0,-1095380.0,78010000.0,,,107522570.0
APG,2022,2,Q2-2022,28289020.0,,,-1206480.0,-77355130.0,-2795310.0,-77355130.0,,,-106703990.0
APG,2022,3,Q3-2022,36086380.0,,,-37370.0,-49003300.0,26570.0,-49003300.0,,,-49003300.0
APG,2022,4,Q4-2022,3261130.0,,,-638610.0,-159614830.0,-1811150.0,-159614830.0,,,-177204150.0
APS,2020,1,Q1-2020,40041890.0,,,-129730.0,2470030.0,38790.0,2470030.0,,,2470030.0
APS,2020,2,Q2-2020,45498340.0,,,315640.0,3240110.0,66170.0,3240110.0,,,3907750.0
APS,2020,3,Q3-2020,26095470.0,,,10.0,14019790.0,222350.0,14019790.0,,,14019790.0
APS,2020,4,Q4-2020,46871980.0,,,0.0,41109060.0,902180.0,41109060.0,,,41109060.0
APS,2021,1,Q1-2021,46988920.0,,,0.0,34042950.0,227140.0,34042950.0,,,34042950.0
APS,2021,2,Q2-2021,24140610.0,,,0.0,3704070.0,668440.0,3704070.0,,,13090090.0
APS,2021,3,Q3-2021,134122500.0,,,0.0,96984330.0,964460.0,96984330.0,,,121230390.0
APS,2021,4,Q4-2021,542198020.0,,,-186180.0,427865600.0,1128080.0,427865600.0,,,534382550.0
APS,2022,1,Q1-2022,102771550.0,,,-414950.0,46321200.0,849690.0,46321200.0,,,58401750.0
APS,2022,2,Q2-2022,56096480.0,,,0.0,-350607420.0,1155570.0,-350607420.0,,,-438655850.0
APS,2022,3,Q3-2022,180386430.0,,,0.0,8265210.0,130710.0,8265210.0,,,10216960.0
APS,2022,4,Q4-2022,81892320.0,,,-239410.0,-151617960.0,838410.0,-151617960.0,,,-189917480.0
ARM,2020,1,Q1-2020,60697115.809,52747960.944,7949154.865,23349.003,1158016.661,-1024547.756,1158016.661,,,1284746.083
ARM,2020,2,Q2-2020,35928187.883,31780201.186,4147986.697,23415.779,-1608046.617,-15958.355,-1608046.617,,,-1864991.811
ARM,2020,3,Q3-2020,50021461.754,43054260.815,6967200.939,22707.66,835800.727,-13516.009,835800.727,,,899689.477
ARM,2020,4,Q4-2020,32637464.72,25689255.739,6948208.981,339703.998,1348889.415,-391074.243,1348889.415,,,1571760.453
ARM,2021,1,Q1-2021,97610739.699,90914565.675,6696174.024,15415.781,404388.013,-978087.209,404388.013,,,505485.016
ARM,2021,2,Q2-2021,27168575.22,21645440.676,5523134.544,-29858.746,54268.62,-346381.943,54268.62,,,118961.868
ARM,2021,3,Q3-2021,18759952.644,15131724.118,3628228.526,-28126.778,26666.534,-183056.989,26666.534,,,43092.632
ARM,2021,4,Q4-2021,47917484.496,40268018.726,7649465.77,2806.802,1500143.44,-275288.5,1500143.44,,,1645246.986
ARM,2022,1,Q1-2022,28034873.024,23020024.346,5014848.678,-10973.678,392078.315,-64675.681,392078.315,,,503123.791
ARM,2022,2,Q2-2022,45349884.771,37690459.892,7659424.879,12311.002,541663.984,-70585.842,541663.984,,,683897.48
ARM,2022,3,Q3-2022,52638024.997,45164595.603,7473429.394,199977.047,569885.604,-82492.424,569885.604,,,721966.108
ARM,2022,4,Q4-2022,54366633.021,46478744.843,7887888.178,-42435.928,869891.699,162451.617,869891.699,,,1118065.628
ASM,2020,1,Q1-2020,3206617974.03,2855669421.502,330092561.49,708422.698,151200932.328,-67208328.731,134989883.718,,,156692496.682
ASM,2020,2,Q2-2020,2940364688.732,2528907278.436,364678667.194,-335631.738,161277781.231,-86995038.333,135651213.534,,,182075888.723
ASM,2020,3,Q3-2020,2855242944.054,2533270015.681,292601386.494,190085.46,118457888.302,-73375671.598,98431154.98,,,127340057.829
ASM,2020,4,Q4-2020,3672180466.959,3287210392.593,373277916.251,1935287.572,143364132.463,-75597271.606,119404713.589,,,160555756.333
ASM,2021,1,Q1-2021,2796545340.863,2451211152.281,330481454.786,-4341078.969,150148336.398,-49975741.128,113868120.251,,,169448819.259
ASM,2021,2,Q2-2021,3514339947.865,3132516486.988,342450988.355,4036777.409,101945655.878,-97171441.857,86085592.824,,,123391441.732
ASM,2021,3,Q3-2021,2429087226.949,2128506739.794,286886381.619,180344275.721,267430174.486,-82695916.716,260859532.27,,,281116148.638
ASM,2021,4,Q4-2021,2724705180.185,2385803951.967,339598029.391,3265825.767,180213946.961,-32897963.461,135446511.067,,,206850754.274
ASM,2022,1,Q1-2022,3226451625.77,2691144677.696,518369403.902,5141960.911,324088888.805,-8211867.74,208816194.139,,,362007135.216
ASM,2022,2,Q2-2022,4024160793.931,3375725896.085,635714315.464,15640728.112,352738199.161,-68934865.476,232362798.654,,,387241153.516
ASM,2022,3,Q3-2022,3359759780.444,2900720403.936,443345467.671,3107658.659,224751205.395,-65813102.219,152635315.91,,,252687207.826
